ID,username,mail,street,language,PLZ
1945,Kammersrohr_admin,mail_kammersrohr@solothurn.ch,Rue de l'hôpital 8,IT,4535
1946,Attiswil_admin,mail_attiswil@bern.ch,Bärenplatz 47,FR,4536
1947,Wiedlisbach_admin,mail_wiedlisbach@bern.ch,Hirschengraben 74,DE,4537
1948,Oberbipp_admin,mail_oberbipp@bern.ch,Rue de la Croix-Rouge 83,DE,4538
1949,Rumisberg_admin,mail_rumisberg@bern.ch,Rue de la Croix-Rouge 41,DE,4539
1950,Farnern_admin,mail_farnern@bern.ch,Zürcherstrasse 67,FR,4539
1951,Luterbach_admin,mail_luterbach@solothurn.ch,Marktgasse 100,FR,4542
1952,Deitingen_admin,mail_deitingen@solothurn.ch,Bahnhofstrasse 74,FR,4543
1953,Derendingen_admin,mail_derendingen@solothurn.ch,Industriestrasse 9,DE,4552
1954,Subingen_admin,mail_subingen@solothurn.ch,Marktplatz 63,IT,4553
1955,Hüniken_admin,mail_hüniken@solothurn.ch,Rue de la Croix-Rouge 45,DE,4554
1956,Etziken_admin,mail_etziken@solothurn.ch,Poststrasse 12,IT,4554
1957,Bolken_admin,mail_bolken@solothurn.ch,Usterstrasse 60,FR,4556
1958,Burgäschi_admin,mail_burgäschi@solothurn.ch,Rue du Château 96,DE,4556
1959,Steinhof_SO_admin,mail_steinhof_so@solothurn.ch,Piazza Riforma 76,FR,4556
1960,Aeschi_SO_admin,mail_aeschi_so@solothurn.ch,Zürcherstrasse 7,DE,4556
1961,Horriwil_admin,mail_horriwil@solothurn.ch,Marktgasse 37,DE,4557
1962,Hersiwil_admin,mail_hersiwil@solothurn.ch,Rue de l'hôpital 73,IT,4558
1963,Heinrichswil_admin,mail_heinrichswil@solothurn.ch,Bahnhofstrasse 83,DE,4558
1964,Winistorf_admin,mail_winistorf@solothurn.ch,Zürcherstrasse 97,DE,4558
1965,Biberist_admin,mail_biberist@solothurn.ch,Zürcherstrasse 43,DE,4562
1966,Gerlafingen_admin,mail_gerlafingen@solothurn.ch,Place de l'hôtel 69,FR,4563
1967,Zielebach_admin,mail_zielebach@bern.ch,Morgartenstrasse 29,IT,4564
1968,Obergerlafingen_admin,mail_obergerlafingen@solothurn.ch,Place de l'hôtel 20,FR,4564
1969,Recherswil_admin,mail_recherswil@solothurn.ch,Poststrasse 82,FR,4565
1970,Halten_admin,mail_halten@solothurn.ch,Industriestrasse 81,DE,4566
1971,Oekingen_admin,mail_oekingen@solothurn.ch,Place de l'hôtel 64,FR,4566
1972,Kriegstetten_admin,mail_kriegstetten@solothurn.ch,Poststrasse 80,FR,4566
1973,Ichertswil_admin,mail_ichertswil@solothurn.ch,Rue de la Croix-Rouge 43,IT,4571
1974,Lüterkofen_admin,mail_lüterkofen@solothurn.ch,Werdstrasse 68,DE,4571
1975,Lohn-Ammannsegg_admin,mail_lohn-ammannsegg@solothurn.ch,Industriestrasse 35,IT,4573
1976,Lüsslingen_admin,mail_lüsslingen@solothurn.ch,Morgartenstrasse 76,FR,4574
1977,Nennigkofen_admin,mail_nennigkofen@solothurn.ch,Tellstrasse 65,IT,4574
1978,Tscheppach_admin,mail_tscheppach@solothurn.ch,Rue de l'hôpital 94,FR,4576
1979,Hessigkofen_admin,mail_hessigkofen@solothurn.ch,Zürcherstrasse 17,IT,4577
1980,Bibern_SO_admin,mail_bibern_so@solothurn.ch,Piazza Riforma 55,IT,4578
1981,Gossliwil_admin,mail_gossliwil@solothurn.ch,Bärenplatz 43,IT,4579
1982,Küttigkofen_admin,mail_küttigkofen@solothurn.ch,Industriestrasse 48,FR,4581
1983,Brügglen_admin,mail_brügglen@solothurn.ch,Rue du Château 93,FR,4582
1984,Aetigkofen_admin,mail_aetigkofen@solothurn.ch,Morgartenstrasse 36,DE,4583
1985,Mühledorf_SO_admin,mail_mühledorf_so@solothurn.ch,Via Trevano 49,FR,4583
1986,Gächliwil_admin,mail_gächliwil@solothurn.ch,Hirschengraben 22,DE,4584
1987,Lüterswil_admin,mail_lüterswil@solothurn.ch,Dufourstrasse 19,FR,4584
1988,Biezwil_admin,mail_biezwil@solothurn.ch,Zürcherstrasse 33,DE,4585
1989,Kyburg-Buchegg_admin,mail_kyburg-buchegg@solothurn.ch,Industriestrasse 90,FR,4586
1990,Aetingen_admin,mail_aetingen@solothurn.ch,Marktgasse 93,FR,4587
1991,Unterramsern_admin,mail_unterramsern@solothurn.ch,Rue de l'hôpital 98,FR,4588
1992,Oberramsern_admin,mail_oberramsern@solothurn.ch,Bahnhofstrasse 46,DE,4588
1993,Brittern_admin,mail_brittern@solothurn.ch,Via Trevano 45,IT,4588
1994,Olten_admin,mail_olten@solothurn.ch,Werdstrasse 20,IT,4600
1995,Wangen_b. Olten_admin,mail_wangen_b. olten@solothurn.ch,Industriestrasse 50,DE,4612
1996,Rickenbach_SO_admin,mail_rickenbach_so@solothurn.ch,Place de l'hôtel 48,FR,4613
1997,Hägendorf_admin,mail_hägendorf@solothurn.ch,Dufourstrasse 40,FR,4614
1998,Allerheiligenberg_admin,mail_allerheiligenberg@solothurn.ch,Rue de la Croix-Rouge 21,FR,4615
1999,Kappel_SO_admin,mail_kappel_so@solothurn.ch,Via Trevano 35,FR,4616
2000,Gunzgen_admin,mail_gunzgen@solothurn.ch,Winkelriedstrasse 7,DE,4617
2001,Boningen_admin,mail_boningen@solothurn.ch,Hirschengraben 94,DE,4618
2002,Egerkingen_admin,mail_egerkingen@solothurn.ch,Zürcherstrasse 8,DE,4622
2003,Neuendorf_admin,mail_neuendorf@solothurn.ch,Poststrasse 57,DE,4623
2004,Härkingen_admin,mail_härkingen@solothurn.ch,Bahnhofstrasse 34,DE,4624
2005,Oberbuchsiten_admin,mail_oberbuchsiten@solothurn.ch,Place de l'hôtel 14,DE,4625
2006,Niederbuchsiten_admin,mail_niederbuchsiten@solothurn.ch,Rue du Château 90,FR,4626
2007,Wolfwil_admin,mail_wolfwil@solothurn.ch,Bahnhofstrasse 30,FR,4628
2008,Fulenbach_admin,mail_fulenbach@solothurn.ch,Place de l'hôtel 87,FR,4629
2009,Trimbach_admin,mail_trimbach@solothurn.ch,Rue de l'hôpital 86,FR,4632
2010,Hauenstein_admin,mail_hauenstein@solothurn.ch,Morgartenstrasse 10,DE,4633
2011,Wisen_SO_admin,mail_wisen_so@solothurn.ch,Poststrasse 80,FR,4634
2012,Winznau_admin,mail_winznau@solothurn.ch,Dufourstrasse 48,IT,4652
2013,Obergösgen_admin,mail_obergösgen@solothurn.ch,Bahnhofstrasse 9,IT,4653
2014,Lostorf_admin,mail_lostorf@solothurn.ch,Bärenplatz 94,IT,4654
2015,Rohr_b. Olten_admin,mail_rohr_b. olten@solothurn.ch,Bärenplatz 16,DE,4655
2016,Stüsslingen_admin,mail_stüsslingen@solothurn.ch,Poststrasse 81,IT,4655
2017,Starrkirch-Wil_admin,mail_starrkirch-wil@solothurn.ch,Winkelriedstrasse 32,FR,4656
2018,Dulliken_admin,mail_dulliken@solothurn.ch,Industriestrasse 60,FR,4657
2019,Däniken_SO_admin,mail_däniken_so@solothurn.ch,Bärenplatz 84,DE,4658
2020,Aarburg_admin,mail_aarburg@aargau.ch,Bahnhofstrasse 25,FR,4663
2021,Oftringen_admin,mail_oftringen@aargau.ch,Rue de l'hôpital 72,DE,4665
2022,Oensingen_admin,mail_oensingen@solothurn.ch,Via Trevano 43,IT,4702
2023,Kestenholz_admin,mail_kestenholz@solothurn.ch,Rue de la Croix-Rouge 1,DE,4703
2024,Wolfisberg_admin,mail_wolfisberg@bern.ch,Hirschengraben 66,IT,4704
2025,Niederbipp_admin,mail_niederbipp@bern.ch,Winkelriedstrasse 79,DE,4704
2026,Balsthal_admin,mail_balsthal@solothurn.ch,Zürcherstrasse 30,FR,4710
2027,Laupersdorf_admin,mail_laupersdorf@solothurn.ch,Marktgasse 87,DE,4712
2028,Matzendorf_admin,mail_matzendorf@solothurn.ch,Via Trevano 7,IT,4713
2029,Aedermannsdorf_admin,mail_aedermannsdorf@solothurn.ch,Bahnhofstrasse 39,IT,4714
2030,Herbetswil_admin,mail_herbetswil@solothurn.ch,Dufourstrasse 57,DE,4715
2031,Gänsbrunnen_admin,mail_gänsbrunnen@solothurn.ch,Morgartenstrasse 28,IT,4716
2032,Welschenrohr_admin,mail_welschenrohr@solothurn.ch,Marktplatz 29,FR,4716
2033,Mümliswil_admin,mail_mümliswil@solothurn.ch,Winkelriedstrasse 23,DE,4717
2034,Holderbank_SO_admin,mail_holderbank_so@solothurn.ch,Rue de l'hôpital 81,FR,4718
2035,Ramiswil_admin,mail_ramiswil@solothurn.ch,Hirschengraben 100,IT,4719
2036,Zofingen_admin,mail_zofingen@aargau.ch,Rue de l'hôpital 68,DE,4800
2037,Strengelbach_admin,mail_strengelbach@aargau.ch,Poststrasse 81,IT,4802
2038,Vordemwald_admin,mail_vordemwald@aargau.ch,Rue de l'hôpital 98,IT,4803
2039,Brittnau_admin,mail_brittnau@aargau.ch,Winkelriedstrasse 23,IT,4805
2040,Wikon_admin,mail_wikon@luzern.ch,Rue du Château 90,IT,4806
2041,Mühlethal_admin,mail_mühlethal@aargau.ch,Rue de la Croix-Rouge 52,FR,4812
2042,Uerkheim_admin,mail_uerkheim@aargau.ch,Rue de la Croix-Rouge 97,DE,4813
2043,Bottenwil_admin,mail_bottenwil@aargau.ch,Marktplatz 10,FR,4814
2044,Rothrist_admin,mail_rothrist@aargau.ch,Rue de l'hôpital 27,FR,4852
2045,Riken_AG_admin,mail_riken_ag@aargau.ch,Via Trevano 10,IT,4853
2046,Murgenthal_admin,mail_murgenthal@aargau.ch,Rue de l'hôpital 16,IT,4853
2047,Glashütten_admin,mail_glashütten@aargau.ch,Tellstrasse 48,DE,4856
2048,Langenthal_admin,mail_langenthal@bern.ch,Piazza Riforma 70,IT,4900
2049,Schwarzhäusern_admin,mail_schwarzhäusern@bern.ch,Marktplatz 74,FR,4911
2050,Aarwangen_admin,mail_aarwangen@bern.ch,Via Trevano 73,DE,4912
2051,Bannwil_admin,mail_bannwil@bern.ch,Bahnhofstrasse 61,IT,4913
2052,Roggwil_BE_admin,mail_roggwil_be@bern.ch,Tellstrasse 4,FR,4914
2053,St._Urban_admin,mail_st._urban@luzern.ch,Usterstrasse 61,IT,4915
2054,Untersteckholz_admin,mail_untersteckholz@bern.ch,Marktplatz 74,IT,4916
2055,Busswil_b. Melchnau_admin,mail_busswil_b. melchnau@bern.ch,Rue de la Croix-Rouge 7,FR,4917
2056,Melchnau_admin,mail_melchnau@bern.ch,Usterstrasse 1,IT,4917
2057,Reisiswil_admin,mail_reisiswil@bern.ch,Rue de la Croix-Rouge 6,DE,4919
2058,Thunstetten_admin,mail_thunstetten@bern.ch,Marktgasse 86,DE,4922
2059,Bützberg_admin,mail_bützberg@bern.ch,Tellstrasse 68,FR,4922
2060,Wynau_admin,mail_wynau@bern.ch,Tellstrasse 69,FR,4923
2061,Obersteckholz_admin,mail_obersteckholz@bern.ch,Usterstrasse 93,FR,4924
2062,Gutenburg_admin,mail_gutenburg@bern.ch,Marktgasse 55,IT,4932
2063,Lotzwil_admin,mail_lotzwil@bern.ch,Zürcherstrasse 98,IT,4932
2064,Rütschelen_admin,mail_rütschelen@bern.ch,Marktplatz 29,DE,4933
2065,Madiswil_admin,mail_madiswil@bern.ch,Place de l'hôtel 24,FR,4934
2066,Leimiswil_admin,mail_leimiswil@bern.ch,Rue du Château 86,FR,4935
2067,Kleindietwil_admin,mail_kleindietwil@bern.ch,Dufourstrasse 62,IT,4936
2068,Ursenbach_admin,mail_ursenbach@bern.ch,Rue du Château 53,IT,4937
2069,Rohrbachgraben_admin,mail_rohrbachgraben@bern.ch,Winkelriedstrasse 68,DE,4938
2070,Rohrbach_admin,mail_rohrbach@bern.ch,Winkelriedstrasse 46,FR,4938
2071,Walterswil_BE_admin,mail_walterswil_be@bern.ch,Winkelriedstrasse 62,DE,4942
2072,Oeschenbach_admin,mail_oeschenbach@bern.ch,Tellstrasse 92,DE,4943
2073,Auswil_admin,mail_auswil@bern.ch,Rue de la Croix-Rouge 64,IT,4944
2074,Huttwil_admin,mail_huttwil@bern.ch,Bahnhofstrasse 93,IT,4950
2075,Eriswil_admin,mail_eriswil@bern.ch,Hirschengraben 69,FR,4952
2076,Schwarzenbach_(Huttwil)_admin,mail_schwarzenbach_(huttwil)@bern.ch,Usterstrasse 53,FR,4953
2077,Wyssachen_admin,mail_wyssachen@bern.ch,Bärenplatz 98,DE,4954
2078,Gondiswil_admin,mail_gondiswil@bern.ch,Rue du Château 66,IT,4955
2079,Aarau_admin,mail_aarau@aargau.ch,Hirschengraben 95,FR,5000
2080,Eppenberg_admin,mail_eppenberg@solothurn.ch,Hirschengraben 92,FR,5012
2081,Wöschnau_admin,mail_wöschnau@solothurn.ch,Piazza Riforma 98,IT,5012
2082,Schönenwerd_admin,mail_schönenwerd@solothurn.ch,Rue du Château 71,IT,5012
2083,Niedergösgen_admin,mail_niedergösgen@solothurn.ch,Zürcherstrasse 54,IT,5013
2084,Gretzenbach_admin,mail_gretzenbach@solothurn.ch,Usterstrasse 74,FR,5014
2085,Erlinsbach_SO_admin,mail_erlinsbach_so@solothurn.ch,Hirschengraben 41,FR,5015
2086,Barmelweid_admin,mail_barmelweid@aargau.ch,Bärenplatz 19,DE,5017
2087,Erlinsbach_admin,mail_erlinsbach@aargau.ch,Rue de l'hôpital 46,FR,5018
2088,Rombach_admin,mail_rombach@aargau.ch,Poststrasse 46,DE,5022
2089,Biberstein_admin,mail_biberstein@aargau.ch,Place de l'hôtel 38,FR,5023
2090,Küttigen_admin,mail_küttigen@aargau.ch,Bärenplatz 46,IT,5024
2091,Asp_admin,mail_asp@aargau.ch,Hirschengraben 30,DE,5025
2092,Densbüren_admin,mail_densbüren@aargau.ch,Industriestrasse 67,FR,5026
2093,Herznach_admin,mail_herznach@aargau.ch,Poststrasse 47,IT,5027
2094,Ueken_admin,mail_ueken@aargau.ch,Bahnhofstrasse 68,IT,5028
2095,Aarau_Rohr_admin,mail_aarau_rohr@aargau.ch,Usterstrasse 38,DE,5032
2096,Buchs_AG_admin,mail_buchs_ag@aargau.ch,Hirschengraben 48,FR,5033
2097,Suhr_admin,mail_suhr@aargau.ch,Winkelriedstrasse 14,DE,5034
2098,Unterentfelden_admin,mail_unterentfelden@aargau.ch,Dufourstrasse 41,FR,5035
2099,Oberentfelden_admin,mail_oberentfelden@aargau.ch,Hirschengraben 7,IT,5036
2100,Muhen_admin,mail_muhen@aargau.ch,Piazza Riforma 42,IT,5037
2101,Schöftland_admin,mail_schöftland@aargau.ch,Rue de l'hôpital 58,FR,5040
2102,Hirschthal_admin,mail_hirschthal@aargau.ch,Marktgasse 46,FR,5042
2103,Holziken_admin,mail_holziken@aargau.ch,Poststrasse 34,DE,5043
2104,Schlossrued_admin,mail_schlossrued@aargau.ch,Industriestrasse 56,DE,5044
2105,Schmiedrued_admin,mail_schmiedrued@aargau.ch,Marktplatz 71,DE,5046
2106,Walde_AG_admin,mail_walde_ag@aargau.ch,Morgartenstrasse 68,DE,5046
2107,Schmiedrued-Walde_admin,mail_schmiedrued-walde@aargau.ch,Rue du Château 75,FR,5046
2108,Wittwil_admin,mail_wittwil@aargau.ch,Usterstrasse 32,DE,5053
2109,Staffelbach_admin,mail_staffelbach@aargau.ch,Morgartenstrasse 19,DE,5053
2110,Kirchleerau_admin,mail_kirchleerau@aargau.ch,Bahnhofstrasse 35,FR,5054
2111,Moosleerau_admin,mail_moosleerau@aargau.ch,Hirschengraben 92,FR,5054
2112,Attelwil_admin,mail_attelwil@aargau.ch,Rue de la Croix-Rouge 3,IT,5056
2113,Reitnau_admin,mail_reitnau@aargau.ch,Werdstrasse 5,FR,5057
2114,Wiliberg_admin,mail_wiliberg@aargau.ch,Marktplatz 82,IT,5058
2115,Oberhof_admin,mail_oberhof@aargau.ch,Industriestrasse 18,FR,5062
2116,Wölflinswil_admin,mail_wölflinswil@aargau.ch,Bärenplatz 10,FR,5063
2117,Wittnau_admin,mail_wittnau@aargau.ch,Via Trevano 96,IT,5064
2118,Frick_admin,mail_frick@aargau.ch,Hirschengraben 80,DE,5070
2119,Oeschgen_admin,mail_oeschgen@aargau.ch,Rue de l'hôpital 92,DE,5072
2120,Gipf-Oberfrick_admin,mail_gipf-oberfrick@aargau.ch,Tellstrasse 33,IT,5073
2121,Eiken_admin,mail_eiken@aargau.ch,Poststrasse 56,FR,5074
2122,Hornussen_admin,mail_hornussen@aargau.ch,Rue du Château 92,DE,5075
2123,Bözen_admin,mail_bözen@aargau.ch,Werdstrasse 92,DE,5076
2124,Elfingen_admin,mail_elfingen@aargau.ch,Rue de la Croix-Rouge 82,FR,5077
2125,Effingen_admin,mail_effingen@aargau.ch,Usterstrasse 82,DE,5078
2126,Zeihen_admin,mail_zeihen@aargau.ch,Marktplatz 71,DE,5079
2127,Laufenburg_admin,mail_laufenburg@aargau.ch,Via Trevano 75,IT,5080
2128,Kaisten_admin,mail_kaisten@aargau.ch,Bahnhofstrasse 24,IT,5082
2129,Ittenthal_admin,mail_ittenthal@aargau.ch,Piazza Riforma 65,DE,5083
2130,Rheinsulz_admin,mail_rheinsulz@aargau.ch,Bärenplatz 99,IT,5084
2131,Sulz_AG_admin,mail_sulz_ag@aargau.ch,Tellstrasse 34,FR,5085
2132,Rupperswil_admin,mail_rupperswil@aargau.ch,Bärenplatz 50,DE,5102
2133,Wildegg_admin,mail_wildegg@aargau.ch,Marktplatz 27,DE,5103
2134,Möriken_AG_admin,mail_möriken_ag@aargau.ch,Rue de la Croix-Rouge 66,IT,5103
2135,Auenstein_admin,mail_auenstein@aargau.ch,Dufourstrasse 40,FR,5105
2136,Veltheim_AG_admin,mail_veltheim_ag@aargau.ch,Marktplatz 85,IT,5106
2137,Schinznach_Dorf_admin,mail_schinznach_dorf@aargau.ch,Piazza Riforma 80,IT,5107
2138,Oberflachs_admin,mail_oberflachs@aargau.ch,Hirschengraben 55,DE,5108
2139,Thalheim_AG_admin,mail_thalheim_ag@aargau.ch,Winkelriedstrasse 85,IT,5112
2140,Holderbank_AG_admin,mail_holderbank_ag@aargau.ch,Zürcherstrasse 94,DE,5113
2141,Schinznach_Bad_admin,mail_schinznach_bad@aargau.ch,Morgartenstrasse 57,FR,5116
2142,Brugg_AG_admin,mail_brugg_ag@aargau.ch,Winkelriedstrasse 22,FR,5200
2143,Windisch_admin,mail_windisch@aargau.ch,Usterstrasse 42,DE,5210
2144,Hausen_AG_admin,mail_hausen_ag@aargau.ch,Piazza Riforma 27,IT,5212
2145,Villnachern_admin,mail_villnachern@aargau.ch,Hirschengraben 25,IT,5213
2146,Umiken_admin,mail_umiken@aargau.ch,Rue du Château 32,DE,5222
2147,Riniken_admin,mail_riniken@aargau.ch,Marktgasse 96,IT,5223
2148,Gallenkirch_admin,mail_gallenkirch@aargau.ch,Via Trevano 47,IT,5224
2149,Linn_admin,mail_linn@aargau.ch,Morgartenstrasse 82,IT,5224
2150,Unterbözberg_admin,mail_unterbözberg@aargau.ch,Place de l'hôtel 96,IT,5224
2151,Oberbözberg_admin,mail_oberbözberg@aargau.ch,Via Trevano 83,FR,5225
2152,Stilli_admin,mail_stilli@aargau.ch,Via Trevano 70,FR,5233
2153,Villigen_admin,mail_villigen@aargau.ch,Bärenplatz 74,IT,5234
2154,Rüfenach_AG_admin,mail_rüfenach_ag@aargau.ch,Winkelriedstrasse 50,IT,5235
2155,Remigen_admin,mail_remigen@aargau.ch,Usterstrasse 69,IT,5236
2156,Mönthal_admin,mail_mönthal@aargau.ch,Poststrasse 16,DE,5237
2157,Birr_admin,mail_birr@aargau.ch,Poststrasse 74,DE,5242
2158,Lupfig_admin,mail_lupfig@aargau.ch,Bahnhofstrasse 56,DE,5242
2159,Mülligen_admin,mail_mülligen@aargau.ch,Industriestrasse 99,FR,5243
2160,Birrhard_admin,mail_birrhard@aargau.ch,Werdstrasse 17,IT,5244
2161,Habsburg_admin,mail_habsburg@aargau.ch,Morgartenstrasse 88,IT,5245
2162,Scherz_admin,mail_scherz@aargau.ch,Usterstrasse 82,IT,5246
2163,Gansingen_admin,mail_gansingen@aargau.ch,Piazza Riforma 20,FR,5272
2164,Oberhofen_AG_admin,mail_oberhofen_ag@aargau.ch,Poststrasse 81,FR,5273
2165,Mettau_admin,mail_mettau@aargau.ch,Usterstrasse 14,FR,5274
2166,Etzgen_admin,mail_etzgen@aargau.ch,Usterstrasse 2,IT,5275
2167,Wil_AG_admin,mail_wil_ag@aargau.ch,Dufourstrasse 75,IT,5276
2168,Hottwil_admin,mail_hottwil@aargau.ch,Rue de la Croix-Rouge 4,IT,5277
2169,Turgi_admin,mail_turgi@aargau.ch,Usterstrasse 39,FR,5300
2170,Siggenthal_Station_admin,mail_siggenthal_station@aargau.ch,Marktgasse 67,IT,5301
2171,Würenlingen_admin,mail_würenlingen@aargau.ch,Winkelriedstrasse 86,FR,5303
2172,Endingen_admin,mail_endingen@aargau.ch,Werdstrasse 99,IT,5304
2173,Unterendingen_admin,mail_unterendingen@aargau.ch,Rue du Château 17,FR,5305
2174,Tegerfelden_admin,mail_tegerfelden@aargau.ch,Bärenplatz 32,FR,5306
2175,Döttingen_admin,mail_döttingen@aargau.ch,Morgartenstrasse 77,DE,5312
2176,Klingnau_admin,mail_klingnau@aargau.ch,Via Trevano 55,IT,5313
2177,Kleindöttingen_admin,mail_kleindöttingen@aargau.ch,Poststrasse 30,DE,5314
2178,Böttstein_admin,mail_böttstein@aargau.ch,Morgartenstrasse 1,DE,5315
2179,Felsenau_AG_admin,mail_felsenau_ag@aargau.ch,Winkelriedstrasse 8,FR,5316
2180,Leuggern_admin,mail_leuggern@aargau.ch,Place de l'hôtel 78,FR,5316
2181,Hettenschwil_admin,mail_hettenschwil@aargau.ch,Marktplatz 53,FR,5317
2182,Mandach_admin,mail_mandach@aargau.ch,Tellstrasse 98,DE,5318
2183,Koblenz_admin,mail_koblenz@aargau.ch,Marktplatz 30,FR,5322
2184,Rietheim_admin,mail_rietheim@aargau.ch,Morgartenstrasse 96,DE,5323
2185,Full-Reuenthal_admin,mail_full-reuenthal@aargau.ch,Rue de l'hôpital 79,IT,5324
2186,Leibstadt_admin,mail_leibstadt@aargau.ch,Via Trevano 66,DE,5325
2187,Schwaderloch_admin,mail_schwaderloch@aargau.ch,Winkelriedstrasse 22,DE,5326
2188,Bad_Zurzach_admin,mail_bad_zurzach@aargau.ch,Poststrasse 75,DE,5330
2189,Rekingen_AG_admin,mail_rekingen_ag@aargau.ch,Usterstrasse 10,IT,5332
2190,Baldingen_admin,mail_baldingen@aargau.ch,Rue de l'hôpital 87,FR,5333
2191,Böbikon_admin,mail_böbikon@aargau.ch,Werdstrasse 38,FR,5334
2192,Baden_admin,mail_baden@aargau.ch,Werdstrasse 11,FR,5400
2193,Dättwil_AG_admin,mail_dättwil_ag@aargau.ch,Morgartenstrasse 14,IT,5405
2194,Rütihof_admin,mail_rütihof@aargau.ch,Place de l'hôtel 100,IT,5406
2195,Ennetbaden_admin,mail_ennetbaden@aargau.ch,Piazza Riforma 44,DE,5408
2196,Gebenstorf_admin,mail_gebenstorf@aargau.ch,Bahnhofstrasse 91,IT,5412
2197,Birmenstorf_AG_admin,mail_birmenstorf_ag@aargau.ch,Dufourstrasse 4,FR,5413
2198,Hertenstein_AG_admin,mail_hertenstein_ag@aargau.ch,Werdstrasse 10,DE,5415
2199,Rieden_AG_admin,mail_rieden_ag@aargau.ch,Zürcherstrasse 86,FR,5415
2200,Nussbaumen_AG_admin,mail_nussbaumen_ag@aargau.ch,Dufourstrasse 21,IT,5415
2201,Kirchdorf_AG_admin,mail_kirchdorf_ag@aargau.ch,Industriestrasse 55,FR,5416
2202,Untersiggenthal_admin,mail_untersiggenthal@aargau.ch,Place de l'hôtel 57,IT,5417
2203,Ehrendingen_admin,mail_ehrendingen@aargau.ch,Bärenplatz 54,IT,5420
2204,Freienwil_admin,mail_freienwil@aargau.ch,Zürcherstrasse 84,DE,5423
2205,Schneisingen_admin,mail_schneisingen@aargau.ch,Rue du Château 33,IT,5425
2206,Lengnau_AG_admin,mail_lengnau_ag@aargau.ch,Piazza Riforma 67,IT,5426
2207,Wettingen_admin,mail_wettingen@aargau.ch,Marktgasse 89,DE,5430
2208,Neuenhof_admin,mail_neuenhof@aargau.ch,Rue de la Croix-Rouge 98,FR,5432
2209,Würenlos_admin,mail_würenlos@aargau.ch,Rue de la Croix-Rouge 45,DE,5436
2210,Fislisbach_admin,mail_fislisbach@aargau.ch,Hirschengraben 89,FR,5442
2211,Niederrohrdorf_admin,mail_niederrohrdorf@aargau.ch,Hirschengraben 20,DE,5443
2212,Künten_admin,mail_künten@aargau.ch,Place de l'hôtel 99,FR,5444
2213,Eggenwil_admin,mail_eggenwil@aargau.ch,Morgartenstrasse 19,IT,5445
2214,Oberrohrdorf_admin,mail_oberrohrdorf@aargau.ch,Hirschengraben 92,DE,5452
2215,Remetschwil_admin,mail_remetschwil@aargau.ch,Industriestrasse 9,IT,5453
2216,Bellikon_admin,mail_bellikon@aargau.ch,Industriestrasse 77,IT,5454
2217,Siglistorf_admin,mail_siglistorf@aargau.ch,Rue du Château 66,DE,5462
2218,Wislikofen_admin,mail_wislikofen@aargau.ch,Dufourstrasse 2,FR,5463
2219,Rümikon_AG_admin,mail_rümikon_ag@aargau.ch,Tellstrasse 46,FR,5464
2220,Mellikon_admin,mail_mellikon@aargau.ch,Rue du Château 61,FR,5465
2221,Kaiserstuhl_AG_admin,mail_kaiserstuhl_ag@aargau.ch,Poststrasse 42,FR,5466
2222,Fisibach_admin,mail_fisibach@aargau.ch,Usterstrasse 63,DE,5467
2223,Hunzenschwil_admin,mail_hunzenschwil@aargau.ch,Usterstrasse 6,DE,5502
2224,Schafisheim_admin,mail_schafisheim@aargau.ch,Bahnhofstrasse 23,DE,5503
2225,Othmarsingen_admin,mail_othmarsingen@aargau.ch,Marktplatz 65,IT,5504
2226,Brunegg_admin,mail_brunegg@aargau.ch,Bärenplatz 82,DE,5505
2227,Mägenwil_admin,mail_mägenwil@aargau.ch,Bahnhofstrasse 36,IT,5506
2228,Mellingen_admin,mail_mellingen@aargau.ch,Marktplatz 4,IT,5507
2229,Wohlenschwil_admin,mail_wohlenschwil@aargau.ch,Rue du Château 93,IT,5512
2230,Tägerig_admin,mail_tägerig@aargau.ch,Werdstrasse 30,IT,5522
2231,Nesselnbach_admin,mail_nesselnbach@aargau.ch,Bahnhofstrasse 56,FR,5524
2232,Niederwil_AG_admin,mail_niederwil_ag@aargau.ch,Rue de l'hôpital 46,DE,5524
2233,Fischbach-Göslikon_admin,mail_fischbach-göslikon@aargau.ch,Rue de la Croix-Rouge 29,IT,5525
2234,Lenzburg_admin,mail_lenzburg@aargau.ch,Rue de la Croix-Rouge 46,DE,5600
2235,Ammerswil_AG_admin,mail_ammerswil_ag@aargau.ch,Marktgasse 52,IT,5600
2236,Staufen_admin,mail_staufen@aargau.ch,Bärenplatz 58,FR,5603
2237,Hendschiken_admin,mail_hendschiken@aargau.ch,Zürcherstrasse 49,IT,5604
2238,Dottikon_admin,mail_dottikon@aargau.ch,Place de l'hôtel 41,DE,5605
2239,Dintikon_admin,mail_dintikon@aargau.ch,Piazza Riforma 66,FR,5606
2240,Hägglingen_admin,mail_hägglingen@aargau.ch,Rue de la Croix-Rouge 71,IT,5607
2241,Stetten_AG_admin,mail_stetten_ag@aargau.ch,Zürcherstrasse 20,FR,5608
2242,Wohlen_AG_admin,mail_wohlen_ag@aargau.ch,Werdstrasse 39,IT,5610
2243,Anglikon_admin,mail_anglikon@aargau.ch,Werdstrasse 11,DE,5611
2244,Villmergen_admin,mail_villmergen@aargau.ch,Via Trevano 8,FR,5612
