ID,username,mail,language,street,PLZ
1782,Grengiols_admin,mail_grengiols@wallis.ch,DE,Winkelriedstrasse 83,3993
1783,Lax_admin,mail_lax@wallis.ch,DE,Piazza Riforma 9,3994
1784,Martisberg_admin,mail_martisberg@wallis.ch,DE,Bärenplatz 12,3994
1785,Ausserbinn_admin,mail_ausserbinn@wallis.ch,IT,Industriestrasse 76,3995
1786,Mühlebach_(Goms)_admin,mail_mühlebach_(goms)@wallis.ch,IT,Rue du Château 55,3995
1787,Steinhaus_admin,mail_steinhaus@wallis.ch,FR,Werdstrasse 50,3995
1788,Ernen_admin,mail_ernen@wallis.ch,IT,Piazza Riforma 16,3995
1789,Binn_admin,mail_binn@wallis.ch,FR,Via Trevano 38,3996
1790,Bellwald_admin,mail_bellwald@wallis.ch,IT,Marktgasse 22,3997
1791,Gluringen_admin,mail_gluringen@wallis.ch,DE,Tellstrasse 83,3998
1792,Reckingen_VS_admin,mail_reckingen_vs@wallis.ch,IT,Bärenplatz 79,3998
1793,Oberwald_admin,mail_oberwald@wallis.ch,IT,Bahnhofstrasse 10,3999
1794,Basel_admin,mail_basel@basel-stadt.ch,DE,Zürcherstrasse 45,4000
1795,Basel_Universitätsspital_admin,mail_basel_universitätsspital@basel-stadt.ch,IT,Industriestrasse 86,4031
1796,Bruderholz_admin,mail_bruderholz@basel-landschaft.ch,FR,Morgartenstrasse 73,4101
1797,Binningen_admin,mail_binningen@basel-landschaft.ch,FR,Piazza Riforma 94,4102
1798,Bottmingen_admin,mail_bottmingen@basel-landschaft.ch,FR,Winkelriedstrasse 92,4103
1799,Oberwil_BL_admin,mail_oberwil_bl@basel-landschaft.ch,IT,Bärenplatz 56,4104
1800,Biel-Benken_BL_admin,mail_biel-benken_bl@basel-landschaft.ch,IT,Bärenplatz 63,4105
1801,Therwil_admin,mail_therwil@basel-landschaft.ch,FR,Tellstrasse 36,4106
1802,Ettingen_admin,mail_ettingen@basel-landschaft.ch,DE,Tellstrasse 38,4107
1803,Witterswil_admin,mail_witterswil@solothurn.ch,FR,Zürcherstrasse 87,4108
1804,Bättwil_admin,mail_bättwil@solothurn.ch,IT,Tellstrasse 18,4112
1805,Flüh_admin,mail_flüh@solothurn.ch,DE,Place de l'hôtel 97,4112
1806,Hofstetten_SO_admin,mail_hofstetten_so@solothurn.ch,DE,Winkelriedstrasse 17,4114
1807,Mariastein_admin,mail_mariastein@solothurn.ch,FR,Piazza Riforma 59,4115
1808,Metzerlen_admin,mail_metzerlen@solothurn.ch,FR,Via Trevano 7,4116
1809,Burg_im Leimental_admin,mail_burg_im leimental@basel-landschaft.ch,FR,Rue de la Croix-Rouge 33,4117
1810,Rodersdorf_admin,mail_rodersdorf@solothurn.ch,IT,Usterstrasse 27,4118
1811,Allschwil_admin,mail_allschwil@basel-landschaft.ch,IT,Place de l'hôtel 47,4123
1812,Schönenbuch_admin,mail_schönenbuch@basel-landschaft.ch,IT,Hirschengraben 94,4124
1813,Riehen_admin,mail_riehen@basel-stadt.ch,FR,Bahnhofstrasse 24,4125
1814,Bettingen_admin,mail_bettingen@basel-stadt.ch,DE,Piazza Riforma 10,4126
1815,Birsfelden_admin,mail_birsfelden@basel-landschaft.ch,IT,Usterstrasse 97,4127
1816,Muttenz_admin,mail_muttenz@basel-landschaft.ch,FR,Morgartenstrasse 63,4132
1817,Pratteln_admin,mail_pratteln@basel-landschaft.ch,IT,Hirschengraben 94,4133
1818,Münchenstein_admin,mail_münchenstein@basel-landschaft.ch,IT,Bahnhofstrasse 45,4142
1819,Dornach_admin,mail_dornach@solothurn.ch,IT,Tellstrasse 4,4143
1820,Arlesheim_admin,mail_arlesheim@basel-landschaft.ch,FR,Rue de l'hôpital 31,4144
1821,Gempen_admin,mail_gempen@solothurn.ch,FR,Bärenplatz 38,4145
1822,Hochwald_admin,mail_hochwald@solothurn.ch,IT,Zürcherstrasse 64,4146
1823,Aesch_BL_admin,mail_aesch_bl@basel-landschaft.ch,IT,Zürcherstrasse 28,4147
1824,Pfeffingen_admin,mail_pfeffingen@basel-landschaft.ch,DE,Tellstrasse 68,4148
1825,Reinach_BL_admin,mail_reinach_bl@basel-landschaft.ch,FR,Marktplatz 84,4153
1826,Duggingen_admin,mail_duggingen@basel-landschaft.ch,FR,Poststrasse 70,4202
1827,Grellingen_admin,mail_grellingen@basel-landschaft.ch,FR,Place de l'hôtel 1,4203
1828,Himmelried_admin,mail_himmelried@solothurn.ch,IT,Marktplatz 60,4204
1829,Seewen_SO_admin,mail_seewen_so@solothurn.ch,IT,Marktgasse 25,4206
1830,Bretzwil_admin,mail_bretzwil@basel-landschaft.ch,FR,Bahnhofstrasse 11,4207
1831,Nunningen_admin,mail_nunningen@solothurn.ch,FR,Place de l'hôtel 99,4208
1832,Zwingen_admin,mail_zwingen@basel-landschaft.ch,FR,Rue de la Croix-Rouge 4,4222
1833,Blauen_admin,mail_blauen@basel-landschaft.ch,IT,Dufourstrasse 85,4223
1834,Nenzlingen_admin,mail_nenzlingen@basel-landschaft.ch,FR,Winkelriedstrasse 31,4224
1835,Brislach_admin,mail_brislach@basel-landschaft.ch,IT,Morgartenstrasse 24,4225
1836,Breitenbach_admin,mail_breitenbach@solothurn.ch,FR,Hirschengraben 46,4226
1837,Büsserach_admin,mail_büsserach@solothurn.ch,FR,Morgartenstrasse 55,4227
1838,Erschwil_admin,mail_erschwil@solothurn.ch,IT,Industriestrasse 50,4228
1839,Beinwil_SO_admin,mail_beinwil_so@solothurn.ch,DE,Place de l'hôtel 84,4229
1840,Fehren_admin,mail_fehren@solothurn.ch,IT,Poststrasse 81,4232
1841,Meltingen_admin,mail_meltingen@solothurn.ch,DE,Marktplatz 92,4233
1842,Zullwil_admin,mail_zullwil@solothurn.ch,FR,Industriestrasse 16,4234
1843,Laufen_admin,mail_laufen@basel-landschaft.ch,DE,Bärenplatz 75,4242
1844,Dittingen_admin,mail_dittingen@basel-landschaft.ch,FR,Hirschengraben 48,4243
1845,Röschenz_admin,mail_röschenz@basel-landschaft.ch,DE,Rue de la Croix-Rouge 7,4244
1846,Kleinlützel_admin,mail_kleinlützel@solothurn.ch,IT,Dufourstrasse 100,4245
1847,Wahlen_b. Laufen_admin,mail_wahlen_b. laufen@basel-landschaft.ch,FR,Tellstrasse 53,4246
1848,Grindel_admin,mail_grindel@solothurn.ch,IT,Piazza Riforma 52,4247
1849,Bärschwil_admin,mail_bärschwil@solothurn.ch,FR,Rue du Château 81,4252
1850,Liesberg_admin,mail_liesberg@basel-landschaft.ch,IT,Rue du Château 40,4253
1851,Liesberg_Dorf_admin,mail_liesberg_dorf@basel-landschaft.ch,FR,Rue de la Croix-Rouge 76,4254
1852,Augst_BL_admin,mail_augst_bl@basel-landschaft.ch,IT,Industriestrasse 67,4302
1853,Kaiseraugst_admin,mail_kaiseraugst@aargau.ch,IT,Industriestrasse 79,4303
1854,Giebenach_admin,mail_giebenach@basel-landschaft.ch,FR,Place de l'hôtel 65,4304
1855,Olsberg_admin,mail_olsberg@aargau.ch,IT,Bärenplatz 15,4305
1856,Rheinfelden_admin,mail_rheinfelden@aargau.ch,FR,Dufourstrasse 72,4310
1857,Magden_admin,mail_magden@aargau.ch,DE,Dufourstrasse 76,4312
1858,Möhlin_admin,mail_möhlin@aargau.ch,DE,Place de l'hôtel 5,4313
1859,Zeiningen_admin,mail_zeiningen@aargau.ch,FR,Dufourstrasse 68,4314
1860,Zuzgen_admin,mail_zuzgen@aargau.ch,IT,Rue de la Croix-Rouge 26,4315
1861,Hellikon_admin,mail_hellikon@aargau.ch,IT,Poststrasse 70,4316
1862,Wegenstetten_admin,mail_wegenstetten@aargau.ch,FR,Piazza Riforma 34,4317
1863,Mumpf_admin,mail_mumpf@aargau.ch,FR,Hirschengraben 44,4322
1864,Wallbach_admin,mail_wallbach@aargau.ch,DE,Place de l'hôtel 55,4323
1865,Obermumpf_admin,mail_obermumpf@aargau.ch,FR,Bärenplatz 49,4324
1866,Schupfart_admin,mail_schupfart@aargau.ch,FR,Winkelriedstrasse 29,4325
1867,Stein_AG_admin,mail_stein_ag@aargau.ch,DE,Winkelriedstrasse 79,4332
1868,Münchwilen_AG_admin,mail_münchwilen_ag@aargau.ch,DE,Bärenplatz 9,4333
1869,Sisseln_AG_admin,mail_sisseln_ag@aargau.ch,DE,Dufourstrasse 97,4334
1870,Frenkendorf_admin,mail_frenkendorf@basel-landschaft.ch,DE,Marktplatz 17,4402
1871,Liestal_admin,mail_liestal@basel-landschaft.ch,FR,Werdstrasse 92,4410
1872,Seltisberg_admin,mail_seltisberg@basel-landschaft.ch,DE,Tellstrasse 55,4411
1873,Nuglar_admin,mail_nuglar@solothurn.ch,DE,Industriestrasse 55,4412
1874,Büren_SO_admin,mail_büren_so@solothurn.ch,IT,Werdstrasse 38,4413
1875,Füllinsdorf_admin,mail_füllinsdorf@basel-landschaft.ch,FR,Poststrasse 87,4414
1876,Lausen_admin,mail_lausen@basel-landschaft.ch,DE,Bärenplatz 4,4415
1877,Bubendorf_admin,mail_bubendorf@basel-landschaft.ch,IT,Usterstrasse 9,4416
1878,Ziefen_admin,mail_ziefen@basel-landschaft.ch,FR,Tellstrasse 95,4417
1879,Reigoldswil_admin,mail_reigoldswil@basel-landschaft.ch,IT,Hirschengraben 5,4418
1880,Lupsingen_admin,mail_lupsingen@basel-landschaft.ch,FR,Usterstrasse 67,4419
1881,St._Pantaleon_admin,mail_st._pantaleon@solothurn.ch,DE,Zürcherstrasse 85,4421
1882,Arisdorf_admin,mail_arisdorf@basel-landschaft.ch,IT,Zürcherstrasse 97,4422
1883,Hersberg_admin,mail_hersberg@basel-landschaft.ch,DE,Morgartenstrasse 14,4423
1884,Arboldswil_admin,mail_arboldswil@basel-landschaft.ch,IT,Morgartenstrasse 80,4424
1885,Titterten_admin,mail_titterten@basel-landschaft.ch,IT,Dufourstrasse 10,4425
1886,Lauwil_admin,mail_lauwil@basel-landschaft.ch,DE,Zürcherstrasse 1,4426
1887,Bennwil_admin,mail_bennwil@basel-landschaft.ch,IT,Bärenplatz 80,4431
1888,Lampenberg_admin,mail_lampenberg@basel-landschaft.ch,IT,Bärenplatz 21,4432
1889,Ramlinsburg_admin,mail_ramlinsburg@basel-landschaft.ch,IT,Via Trevano 67,4433
1890,Hölstein_admin,mail_hölstein@basel-landschaft.ch,IT,Tellstrasse 12,4434
1891,Niederdorf_admin,mail_niederdorf@basel-landschaft.ch,IT,Tellstrasse 50,4435
1892,Liedertswil_admin,mail_liedertswil@basel-landschaft.ch,DE,Marktgasse 37,4436
1893,Oberdorf_BL_admin,mail_oberdorf_bl@basel-landschaft.ch,IT,Bärenplatz 4,4436
1894,Waldenburg_admin,mail_waldenburg@basel-landschaft.ch,DE,Rue de la Croix-Rouge 94,4437
1895,Langenbruck_admin,mail_langenbruck@basel-landschaft.ch,DE,Bärenplatz 37,4438
1896,Thürnen_admin,mail_thürnen@basel-landschaft.ch,FR,Dufourstrasse 80,4441
1897,Diepflingen_admin,mail_diepflingen@basel-landschaft.ch,FR,Rue du Château 68,4442
1898,Wittinsburg_admin,mail_wittinsburg@basel-landschaft.ch,IT,Rue du Château 80,4443
1899,Rümlingen_admin,mail_rümlingen@basel-landschaft.ch,DE,Werdstrasse 28,4444
1900,Häfelfingen_admin,mail_häfelfingen@basel-landschaft.ch,FR,Rue du Château 68,4445
1901,Buckten_admin,mail_buckten@basel-landschaft.ch,FR,Winkelriedstrasse 87,4446
1902,Känerkinden_admin,mail_känerkinden@basel-landschaft.ch,FR,Marktplatz 47,4447
1903,Läufelfingen_admin,mail_läufelfingen@basel-landschaft.ch,FR,Werdstrasse 88,4448
1904,Sissach_admin,mail_sissach@basel-landschaft.ch,FR,Werdstrasse 13,4450
1905,Wintersingen_admin,mail_wintersingen@basel-landschaft.ch,IT,Tellstrasse 68,4451
1906,Itingen_admin,mail_itingen@basel-landschaft.ch,DE,Morgartenstrasse 18,4452
1907,Nusshof_admin,mail_nusshof@basel-landschaft.ch,FR,Rue de l'hôpital 29,4453
1908,Zunzgen_admin,mail_zunzgen@basel-landschaft.ch,FR,Werdstrasse 36,4455
1909,Tenniken_admin,mail_tenniken@basel-landschaft.ch,IT,Place de l'hôtel 56,4456
1910,Diegten_admin,mail_diegten@basel-landschaft.ch,DE,Place de l'hôtel 93,4457
1911,Eptingen_admin,mail_eptingen@basel-landschaft.ch,IT,Via Trevano 97,4458
1912,Gelterkinden_admin,mail_gelterkinden@basel-landschaft.ch,FR,Winkelriedstrasse 49,4460
1913,Böckten_admin,mail_böckten@basel-landschaft.ch,FR,Marktplatz 28,4461
1914,Rickenbach_BL_admin,mail_rickenbach_bl@basel-landschaft.ch,DE,Rue de la Croix-Rouge 56,4462
1915,Buus_admin,mail_buus@basel-landschaft.ch,IT,Marktplatz 36,4463
1916,Maisprach_admin,mail_maisprach@basel-landschaft.ch,DE,Poststrasse 47,4464
1917,Hemmiken_admin,mail_hemmiken@basel-landschaft.ch,DE,Marktgasse 80,4465
1918,Ormalingen_admin,mail_ormalingen@basel-landschaft.ch,IT,Place de l'hôtel 93,4466
1919,Rothenfluh_admin,mail_rothenfluh@basel-landschaft.ch,FR,Rue de la Croix-Rouge 31,4467
1920,Kienberg_admin,mail_kienberg@solothurn.ch,IT,Bahnhofstrasse 53,4468
1921,Anwil_admin,mail_anwil@basel-landschaft.ch,DE,Rue de la Croix-Rouge 60,4469
1922,Tecknau_admin,mail_tecknau@basel-landschaft.ch,DE,Place de l'hôtel 38,4492
1923,Wenslingen_admin,mail_wenslingen@basel-landschaft.ch,FR,Werdstrasse 21,4493
1924,Oltingen_admin,mail_oltingen@basel-landschaft.ch,FR,Tellstrasse 59,4494
1925,Zeglingen_admin,mail_zeglingen@basel-landschaft.ch,DE,Dufourstrasse 80,4495
1926,Kilchberg_BL_admin,mail_kilchberg_bl@basel-landschaft.ch,DE,Marktgasse 97,4496
1927,Rünenberg_admin,mail_rünenberg@basel-landschaft.ch,DE,Industriestrasse 10,4497
1928,Solothurn_admin,mail_solothurn@solothurn.ch,IT,Poststrasse 13,4500
1929,Bellach_admin,mail_bellach@solothurn.ch,IT,Piazza Riforma 42,4512
1930,Langendorf_admin,mail_langendorf@solothurn.ch,DE,Marktplatz 38,4513
1931,Lommiswil_admin,mail_lommiswil@solothurn.ch,IT,Marktplatz 20,4514
1932,Weissenstein_b. Solothurn_admin,mail_weissenstein_b. solothurn@solothurn.ch,FR,Tellstrasse 94,4515
1933,Oberdorf_SO_admin,mail_oberdorf_so@solothurn.ch,FR,Via Trevano 50,4515
1934,Rüttenen_admin,mail_rüttenen@solothurn.ch,IT,Poststrasse 34,4522
1935,Niederwil_SO_admin,mail_niederwil_so@solothurn.ch,FR,Marktplatz 85,4523
1936,Balmberg_admin,mail_balmberg@solothurn.ch,DE,Werdstrasse 92,4524
1937,Oberbalmberg_admin,mail_oberbalmberg@solothurn.ch,DE,Dufourstrasse 45,4524
1938,Günsberg_admin,mail_günsberg@solothurn.ch,FR,Bärenplatz 22,4524
1939,Balm_b. Günsberg_admin,mail_balm_b. günsberg@solothurn.ch,IT,Marktplatz 75,4525
1940,Zuchwil_admin,mail_zuchwil@solothurn.ch,DE,Zürcherstrasse 57,4528
1941,Feldbrunnen_admin,mail_feldbrunnen@solothurn.ch,IT,Marktplatz 62,4532
1942,Riedholz_admin,mail_riedholz@solothurn.ch,IT,Piazza Riforma 54,4533
1943,Flumenthal_admin,mail_flumenthal@solothurn.ch,DE,Industriestrasse 34,4534
1944,Hubersdorf_admin,mail_hubersdorf@solothurn.ch,DE,Morgartenstrasse 75,4535
1945,Kammersrohr_admin,mail_kammersrohr@solothurn.ch,IT,Hirschengraben 38,4535
1946,Attiswil_admin,mail_attiswil@bern.ch,FR,Bahnhofstrasse 8,4536
1947,Wiedlisbach_admin,mail_wiedlisbach@bern.ch,DE,Poststrasse 22,4537
1948,Oberbipp_admin,mail_oberbipp@bern.ch,DE,Werdstrasse 14,4538
1949,Rumisberg_admin,mail_rumisberg@bern.ch,IT,Marktgasse 97,4539
1950,Farnern_admin,mail_farnern@bern.ch,IT,Industriestrasse 64,4539
1951,Luterbach_admin,mail_luterbach@solothurn.ch,IT,Usterstrasse 32,4542
1952,Deitingen_admin,mail_deitingen@solothurn.ch,IT,Usterstrasse 17,4543
1953,Derendingen_admin,mail_derendingen@solothurn.ch,DE,Werdstrasse 16,4552
1954,Subingen_admin,mail_subingen@solothurn.ch,FR,Rue de l'hôpital 71,4553
1955,Hüniken_admin,mail_hüniken@solothurn.ch,IT,Bahnhofstrasse 6,4554
1956,Etziken_admin,mail_etziken@solothurn.ch,DE,Dufourstrasse 97,4554
1957,Bolken_admin,mail_bolken@solothurn.ch,DE,Marktgasse 22,4556
1958,Burgäschi_admin,mail_burgäschi@solothurn.ch,IT,Place de l'hôtel 91,4556
1959,Steinhof_SO_admin,mail_steinhof_so@solothurn.ch,IT,Rue de la Croix-Rouge 69,4556
1960,Aeschi_SO_admin,mail_aeschi_so@solothurn.ch,IT,Tellstrasse 8,4556
1961,Horriwil_admin,mail_horriwil@solothurn.ch,DE,Industriestrasse 25,4557
1962,Hersiwil_admin,mail_hersiwil@solothurn.ch,FR,Marktplatz 86,4558
1963,Heinrichswil_admin,mail_heinrichswil@solothurn.ch,DE,Marktgasse 45,4558
1964,Winistorf_admin,mail_winistorf@solothurn.ch,FR,Rue de l'hôpital 7,4558
1965,Biberist_admin,mail_biberist@solothurn.ch,FR,Marktgasse 9,4562
1966,Gerlafingen_admin,mail_gerlafingen@solothurn.ch,DE,Rue de la Croix-Rouge 3,4563
1967,Zielebach_admin,mail_zielebach@bern.ch,DE,Rue du Château 20,4564
1968,Obergerlafingen_admin,mail_obergerlafingen@solothurn.ch,IT,Industriestrasse 15,4564
1969,Recherswil_admin,mail_recherswil@solothurn.ch,IT,Via Trevano 38,4565
1970,Halten_admin,mail_halten@solothurn.ch,FR,Poststrasse 26,4566
1971,Oekingen_admin,mail_oekingen@solothurn.ch,FR,Werdstrasse 51,4566
1972,Kriegstetten_admin,mail_kriegstetten@solothurn.ch,FR,Industriestrasse 28,4566
1973,Ichertswil_admin,mail_ichertswil@solothurn.ch,FR,Bahnhofstrasse 22,4571
1974,Lüterkofen_admin,mail_lüterkofen@solothurn.ch,IT,Werdstrasse 80,4571
1975,Lohn-Ammannsegg_admin,mail_lohn-ammannsegg@solothurn.ch,FR,Winkelriedstrasse 54,4573
1976,Lüsslingen_admin,mail_lüsslingen@solothurn.ch,DE,Dufourstrasse 49,4574
1977,Nennigkofen_admin,mail_nennigkofen@solothurn.ch,FR,Hirschengraben 36,4574
1978,Tscheppach_admin,mail_tscheppach@solothurn.ch,IT,Dufourstrasse 30,4576
1979,Hessigkofen_admin,mail_hessigkofen@solothurn.ch,DE,Tellstrasse 46,4577
1980,Bibern_SO_admin,mail_bibern_so@solothurn.ch,DE,Usterstrasse 15,4578
1981,Gossliwil_admin,mail_gossliwil@solothurn.ch,DE,Marktplatz 3,4579
1982,Küttigkofen_admin,mail_küttigkofen@solothurn.ch,FR,Poststrasse 2,4581
1983,Brügglen_admin,mail_brügglen@solothurn.ch,IT,Tellstrasse 85,4582
1984,Aetigkofen_admin,mail_aetigkofen@solothurn.ch,FR,Marktgasse 37,4583
1985,Mühledorf_SO_admin,mail_mühledorf_so@solothurn.ch,FR,Winkelriedstrasse 81,4583
1986,Gächliwil_admin,mail_gächliwil@solothurn.ch,IT,Rue de la Croix-Rouge 51,4584
1987,Lüterswil_admin,mail_lüterswil@solothurn.ch,IT,Via Trevano 83,4584
1988,Biezwil_admin,mail_biezwil@solothurn.ch,IT,Marktplatz 70,4585
1989,Kyburg-Buchegg_admin,mail_kyburg-buchegg@solothurn.ch,IT,Bärenplatz 47,4586
1990,Aetingen_admin,mail_aetingen@solothurn.ch,FR,Poststrasse 28,4587
1991,Unterramsern_admin,mail_unterramsern@solothurn.ch,FR,Marktplatz 15,4588
1992,Oberramsern_admin,mail_oberramsern@solothurn.ch,DE,Winkelriedstrasse 10,4588
1993,Brittern_admin,mail_brittern@solothurn.ch,DE,Winkelriedstrasse 23,4588
1994,Olten_admin,mail_olten@solothurn.ch,DE,Rue du Château 2,4600
1995,Wangen_b. Olten_admin,mail_wangen_b. olten@solothurn.ch,DE,Marktgasse 62,4612
1996,Rickenbach_SO_admin,mail_rickenbach_so@solothurn.ch,IT,Zürcherstrasse 74,4613
1997,Hägendorf_admin,mail_hägendorf@solothurn.ch,DE,Dufourstrasse 40,4614
1998,Allerheiligenberg_admin,mail_allerheiligenberg@solothurn.ch,FR,Rue du Château 47,4615
1999,Kappel_SO_admin,mail_kappel_so@solothurn.ch,FR,Usterstrasse 18,4616
2000,Gunzgen_admin,mail_gunzgen@solothurn.ch,FR,Via Trevano 44,4617
2001,Boningen_admin,mail_boningen@solothurn.ch,DE,Via Trevano 50,4618
2002,Egerkingen_admin,mail_egerkingen@solothurn.ch,FR,Morgartenstrasse 61,4622
2003,Neuendorf_admin,mail_neuendorf@solothurn.ch,DE,Rue de la Croix-Rouge 49,4623
2004,Härkingen_admin,mail_härkingen@solothurn.ch,IT,Usterstrasse 88,4624
2005,Oberbuchsiten_admin,mail_oberbuchsiten@solothurn.ch,IT,Piazza Riforma 27,4625
2006,Niederbuchsiten_admin,mail_niederbuchsiten@solothurn.ch,IT,Dufourstrasse 94,4626
2007,Wolfwil_admin,mail_wolfwil@solothurn.ch,DE,Industriestrasse 82,4628
2008,Fulenbach_admin,mail_fulenbach@solothurn.ch,IT,Werdstrasse 52,4629
2009,Trimbach_admin,mail_trimbach@solothurn.ch,IT,Industriestrasse 70,4632
2010,Hauenstein_admin,mail_hauenstein@solothurn.ch,DE,Tellstrasse 83,4633
2011,Wisen_SO_admin,mail_wisen_so@solothurn.ch,IT,Winkelriedstrasse 19,4634
2012,Winznau_admin,mail_winznau@solothurn.ch,FR,Zürcherstrasse 77,4652
2013,Obergösgen_admin,mail_obergösgen@solothurn.ch,IT,Industriestrasse 6,4653
2014,Lostorf_admin,mail_lostorf@solothurn.ch,IT,Piazza Riforma 40,4654
2015,Rohr_b. Olten_admin,mail_rohr_b. olten@solothurn.ch,DE,Poststrasse 41,4655
2016,Stüsslingen_admin,mail_stüsslingen@solothurn.ch,IT,Hirschengraben 24,4655
2017,Starrkirch-Wil_admin,mail_starrkirch-wil@solothurn.ch,DE,Morgartenstrasse 31,4656
2018,Dulliken_admin,mail_dulliken@solothurn.ch,IT,Piazza Riforma 70,4657
2019,Däniken_SO_admin,mail_däniken_so@solothurn.ch,FR,Usterstrasse 82,4658
2020,Aarburg_admin,mail_aarburg@aargau.ch,DE,Rue du Château 81,4663
2021,Oftringen_admin,mail_oftringen@aargau.ch,FR,Rue de l'hôpital 6,4665
2022,Oensingen_admin,mail_oensingen@solothurn.ch,FR,Poststrasse 66,4702
2023,Kestenholz_admin,mail_kestenholz@solothurn.ch,FR,Zürcherstrasse 90,4703
2024,Wolfisberg_admin,mail_wolfisberg@bern.ch,DE,Marktgasse 87,4704
2025,Niederbipp_admin,mail_niederbipp@bern.ch,IT,Dufourstrasse 17,4704
2026,Balsthal_admin,mail_balsthal@solothurn.ch,DE,Piazza Riforma 61,4710
2027,Laupersdorf_admin,mail_laupersdorf@solothurn.ch,IT,Bahnhofstrasse 19,4712
2028,Matzendorf_admin,mail_matzendorf@solothurn.ch,IT,Bärenplatz 47,4713
2029,Aedermannsdorf_admin,mail_aedermannsdorf@solothurn.ch,DE,Rue de l'hôpital 32,4714
2030,Herbetswil_admin,mail_herbetswil@solothurn.ch,IT,Hirschengraben 32,4715
2031,Gänsbrunnen_admin,mail_gänsbrunnen@solothurn.ch,IT,Tellstrasse 11,4716
2032,Welschenrohr_admin,mail_welschenrohr@solothurn.ch,IT,Winkelriedstrasse 6,4716
2033,Mümliswil_admin,mail_mümliswil@solothurn.ch,IT,Via Trevano 89,4717
2034,Holderbank_SO_admin,mail_holderbank_so@solothurn.ch,DE,Bahnhofstrasse 98,4718
2035,Ramiswil_admin,mail_ramiswil@solothurn.ch,FR,Morgartenstrasse 52,4719
2036,Zofingen_admin,mail_zofingen@aargau.ch,FR,Dufourstrasse 96,4800
2037,Strengelbach_admin,mail_strengelbach@aargau.ch,IT,Marktgasse 91,4802
2038,Vordemwald_admin,mail_vordemwald@aargau.ch,IT,Bahnhofstrasse 92,4803
2039,Brittnau_admin,mail_brittnau@aargau.ch,FR,Morgartenstrasse 24,4805
2040,Wikon_admin,mail_wikon@luzern.ch,FR,Industriestrasse 29,4806
2041,Mühlethal_admin,mail_mühlethal@aargau.ch,DE,Morgartenstrasse 63,4812
2042,Uerkheim_admin,mail_uerkheim@aargau.ch,FR,Zürcherstrasse 3,4813
2043,Bottenwil_admin,mail_bottenwil@aargau.ch,FR,Place de l'hôtel 96,4814
2044,Rothrist_admin,mail_rothrist@aargau.ch,FR,Tellstrasse 96,4852
2045,Riken_AG_admin,mail_riken_ag@aargau.ch,FR,Bahnhofstrasse 50,4853
2046,Murgenthal_admin,mail_murgenthal@aargau.ch,IT,Marktplatz 19,4853
2047,Glashütten_admin,mail_glashütten@aargau.ch,IT,Winkelriedstrasse 35,4856
2048,Langenthal_admin,mail_langenthal@bern.ch,IT,Usterstrasse 62,4900
2049,Schwarzhäusern_admin,mail_schwarzhäusern@bern.ch,FR,Bärenplatz 58,4911
2050,Aarwangen_admin,mail_aarwangen@bern.ch,DE,Via Trevano 36,4912
2051,Bannwil_admin,mail_bannwil@bern.ch,FR,Industriestrasse 42,4913
2052,Roggwil_BE_admin,mail_roggwil_be@bern.ch,FR,Piazza Riforma 40,4914
2053,St._Urban_admin,mail_st._urban@luzern.ch,IT,Winkelriedstrasse 49,4915
2054,Untersteckholz_admin,mail_untersteckholz@bern.ch,DE,Poststrasse 43,4916
2055,Busswil_b. Melchnau_admin,mail_busswil_b. melchnau@bern.ch,FR,Zürcherstrasse 5,4917
2056,Melchnau_admin,mail_melchnau@bern.ch,IT,Morgartenstrasse 30,4917
2057,Reisiswil_admin,mail_reisiswil@bern.ch,FR,Hirschengraben 76,4919
2058,Thunstetten_admin,mail_thunstetten@bern.ch,IT,Usterstrasse 36,4922
2059,Bützberg_admin,mail_bützberg@bern.ch,DE,Rue du Château 30,4922
2060,Wynau_admin,mail_wynau@bern.ch,FR,Rue de l'hôpital 44,4923
2061,Obersteckholz_admin,mail_obersteckholz@bern.ch,DE,Bärenplatz 60,4924
2062,Gutenburg_admin,mail_gutenburg@bern.ch,FR,Marktgasse 47,4932
2063,Lotzwil_admin,mail_lotzwil@bern.ch,IT,Bahnhofstrasse 65,4932
2064,Rütschelen_admin,mail_rütschelen@bern.ch,IT,Usterstrasse 28,4933
2065,Madiswil_admin,mail_madiswil@bern.ch,DE,Rue de l'hôpital 30,4934
2066,Leimiswil_admin,mail_leimiswil@bern.ch,FR,Rue de l'hôpital 51,4935
2067,Kleindietwil_admin,mail_kleindietwil@bern.ch,DE,Zürcherstrasse 59,4936
2068,Ursenbach_admin,mail_ursenbach@bern.ch,DE,Industriestrasse 7,4937
2069,Rohrbachgraben_admin,mail_rohrbachgraben@bern.ch,FR,Usterstrasse 78,4938
2070,Rohrbach_admin,mail_rohrbach@bern.ch,FR,Hirschengraben 5,4938
2071,Walterswil_BE_admin,mail_walterswil_be@bern.ch,IT,Hirschengraben 83,4942
2072,Oeschenbach_admin,mail_oeschenbach@bern.ch,IT,Place de l'hôtel 61,4943
2073,Auswil_admin,mail_auswil@bern.ch,IT,Bärenplatz 46,4944
2074,Huttwil_admin,mail_huttwil@bern.ch,FR,Rue de la Croix-Rouge 25,4950
2075,Eriswil_admin,mail_eriswil@bern.ch,FR,Marktgasse 79,4952
