ID,username,mail,language,street,PLZ
2054,Untersteckholz_Bern_admin,mail_untersteckholz@bern.ch,FR,Bahnhofstrasse 52,4916
2055,Busswil_b. Melchnau_Bern_admin,mail_busswil_b. melchnau@bern.ch,IT,Dufourstrasse 27,4917
2056,Melchnau_Bern_admin,mail_melchnau@bern.ch,IT,Marktgasse 33,4917
2057,Reisiswil_Bern_admin,mail_reisiswil@bern.ch,IT,Bahnhofstrasse 100,4919
2058,Thunstetten_Bern_admin,mail_thunstetten@bern.ch,FR,Marktplatz 62,4922
2059,Bützberg_Bern_admin,mail_bützberg@bern.ch,IT,Poststrasse 14,4922
2060,Wynau_Bern_admin,mail_wynau@bern.ch,IT,Werdstrasse 82,4923
2061,Obersteckholz_Bern_admin,mail_obersteckholz@bern.ch,IT,Industriestrasse 95,4924
2062,Gutenburg_Bern_admin,mail_gutenburg@bern.ch,FR,Poststrasse 12,4932
2063,Lotzwil_Bern_admin,mail_lotzwil@bern.ch,FR,Poststrasse 97,4932
2064,Rütschelen_Bern_admin,mail_rütschelen@bern.ch,DE,Werdstrasse 97,4933
2065,Madiswil_Bern_admin,mail_madiswil@bern.ch,IT,Bärenplatz 43,4934
2066,Leimiswil_Bern_admin,mail_leimiswil@bern.ch,FR,Via Trevano 99,4935
2067,Kleindietwil_Bern_admin,mail_kleindietwil@bern.ch,IT,Bärenplatz 15,4936
2068,Ursenbach_Bern_admin,mail_ursenbach@bern.ch,FR,Piazza Riforma 56,4937
2069,Rohrbachgraben_Bern_admin,mail_rohrbachgraben@bern.ch,DE,Tellstrasse 91,4938
2070,Rohrbach_Bern_admin,mail_rohrbach@bern.ch,IT,Place de l'hôtel 27,4938
2071,Walterswil_BE_Bern_admin,mail_walterswil_be@bern.ch,DE,Via Trevano 77,4942
2072,Oeschenbach_Bern_admin,mail_oeschenbach@bern.ch,FR,Werdstrasse 6,4943
2073,Auswil_Bern_admin,mail_auswil@bern.ch,IT,Bärenplatz 53,4944
2074,Huttwil_Bern_admin,mail_huttwil@bern.ch,FR,Piazza Riforma 32,4950
2075,Eriswil_Bern_admin,mail_eriswil@bern.ch,DE,Piazza Riforma 44,4952
2076,Schwarzenbach_(Huttwil)_Bern_admin,mail_schwarzenbach_(huttwil)@bern.ch,DE,Tellstrasse 24,4953
2077,Wyssachen_Bern_admin,mail_wyssachen@bern.ch,IT,Zürcherstrasse 26,4954
2078,Gondiswil_Bern_admin,mail_gondiswil@bern.ch,FR,Dufourstrasse 67,4955
2079,Aarau_Aargau_admin,mail_aarau@aargau.ch,IT,Place de l'hôtel 67,5000
2080,Eppenberg_Solothurn_admin,mail_eppenberg@solothurn.ch,IT,Dufourstrasse 45,5012
2081,Wöschnau_Solothurn_admin,mail_wöschnau@solothurn.ch,IT,Poststrasse 57,5012
2082,Schönenwerd_Solothurn_admin,mail_schönenwerd@solothurn.ch,IT,Dufourstrasse 32,5012
2083,Niedergösgen_Solothurn_admin,mail_niedergösgen@solothurn.ch,FR,Via Trevano 28,5013
2084,Gretzenbach_Solothurn_admin,mail_gretzenbach@solothurn.ch,DE,Place de l'hôtel 76,5014
2085,Erlinsbach_SO_Solothurn_admin,mail_erlinsbach_so@solothurn.ch,DE,Industriestrasse 53,5015
2086,Barmelweid_Aargau_admin,mail_barmelweid@aargau.ch,DE,Poststrasse 74,5017
2087,Erlinsbach_Aargau_admin,mail_erlinsbach@aargau.ch,DE,Hirschengraben 8,5018
2088,Rombach_Aargau_admin,mail_rombach@aargau.ch,DE,Via Trevano 55,5022
2089,Biberstein_Aargau_admin,mail_biberstein@aargau.ch,FR,Winkelriedstrasse 5,5023
2090,Küttigen_Aargau_admin,mail_küttigen@aargau.ch,DE,Winkelriedstrasse 15,5024
2091,Asp_Aargau_admin,mail_asp@aargau.ch,FR,Hirschengraben 39,5025
2092,Densbüren_Aargau_admin,mail_densbüren@aargau.ch,IT,Tellstrasse 87,5026
2093,Herznach_Aargau_admin,mail_herznach@aargau.ch,FR,Dufourstrasse 18,5027
2094,Ueken_Aargau_admin,mail_ueken@aargau.ch,DE,Rue de l'hôpital 26,5028
2095,Aarau_Rohr_Aargau_admin,mail_aarau_rohr@aargau.ch,IT,Marktgasse 4,5032
2096,Buchs_AG_Aargau_admin,mail_buchs_ag@aargau.ch,FR,Marktgasse 98,5033
2097,Suhr_Aargau_admin,mail_suhr@aargau.ch,FR,Industriestrasse 18,5034
2098,Unterentfelden_Aargau_admin,mail_unterentfelden@aargau.ch,IT,Bärenplatz 8,5035
2099,Oberentfelden_Aargau_admin,mail_oberentfelden@aargau.ch,DE,Werdstrasse 41,5036
2100,Muhen_Aargau_admin,mail_muhen@aargau.ch,FR,Dufourstrasse 93,5037
2101,Schöftland_Aargau_admin,mail_schöftland@aargau.ch,FR,Usterstrasse 47,5040
2102,Hirschthal_Aargau_admin,mail_hirschthal@aargau.ch,IT,Place de l'hôtel 92,5042
2103,Holziken_Aargau_admin,mail_holziken@aargau.ch,DE,Rue de la Croix-Rouge 88,5043
2104,Schlossrued_Aargau_admin,mail_schlossrued@aargau.ch,DE,Usterstrasse 27,5044
2105,Schmiedrued_Aargau_admin,mail_schmiedrued@aargau.ch,IT,Place de l'hôtel 76,5046
2106,Walde_AG_Aargau_admin,mail_walde_ag@aargau.ch,DE,Marktplatz 28,5046
2107,Schmiedrued-Walde_Aargau_admin,mail_schmiedrued-walde@aargau.ch,IT,Marktgasse 8,5046
2108,Wittwil_Aargau_admin,mail_wittwil@aargau.ch,IT,Dufourstrasse 26,5053
2109,Staffelbach_Aargau_admin,mail_staffelbach@aargau.ch,IT,Rue de l'hôpital 87,5053
2110,Kirchleerau_Aargau_admin,mail_kirchleerau@aargau.ch,IT,Winkelriedstrasse 11,5054
2111,Moosleerau_Aargau_admin,mail_moosleerau@aargau.ch,DE,Werdstrasse 80,5054
2112,Attelwil_Aargau_admin,mail_attelwil@aargau.ch,DE,Usterstrasse 87,5056
2113,Reitnau_Aargau_admin,mail_reitnau@aargau.ch,FR,Bahnhofstrasse 96,5057
2114,Wiliberg_Aargau_admin,mail_wiliberg@aargau.ch,IT,Marktplatz 44,5058
2115,Oberhof_Aargau_admin,mail_oberhof@aargau.ch,FR,Rue de la Croix-Rouge 28,5062
2116,Wölflinswil_Aargau_admin,mail_wölflinswil@aargau.ch,FR,Rue de la Croix-Rouge 1,5063
2117,Wittnau_Aargau_admin,mail_wittnau@aargau.ch,IT,Via Trevano 15,5064
2118,Frick_Aargau_admin,mail_frick@aargau.ch,FR,Marktplatz 11,5070
2119,Oeschgen_Aargau_admin,mail_oeschgen@aargau.ch,FR,Werdstrasse 14,5072
2120,Gipf-Oberfrick_Aargau_admin,mail_gipf-oberfrick@aargau.ch,IT,Morgartenstrasse 45,5073
2121,Eiken_Aargau_admin,mail_eiken@aargau.ch,DE,Rue de la Croix-Rouge 11,5074
2122,Hornussen_Aargau_admin,mail_hornussen@aargau.ch,DE,Poststrasse 52,5075
2123,Bözen_Aargau_admin,mail_bözen@aargau.ch,IT,Usterstrasse 98,5076
2124,Elfingen_Aargau_admin,mail_elfingen@aargau.ch,DE,Poststrasse 67,5077
2125,Effingen_Aargau_admin,mail_effingen@aargau.ch,DE,Werdstrasse 82,5078
2126,Zeihen_Aargau_admin,mail_zeihen@aargau.ch,FR,Rue de l'hôpital 74,5079
2127,Laufenburg_Aargau_admin,mail_laufenburg@aargau.ch,FR,Bahnhofstrasse 85,5080
2128,Kaisten_Aargau_admin,mail_kaisten@aargau.ch,IT,Marktplatz 59,5082
2129,Ittenthal_Aargau_admin,mail_ittenthal@aargau.ch,IT,Hirschengraben 91,5083
2130,Rheinsulz_Aargau_admin,mail_rheinsulz@aargau.ch,DE,Tellstrasse 45,5084
2131,Sulz_AG_Aargau_admin,mail_sulz_ag@aargau.ch,FR,Poststrasse 97,5085
2132,Rupperswil_Aargau_admin,mail_rupperswil@aargau.ch,IT,Bahnhofstrasse 74,5102
2133,Wildegg_Aargau_admin,mail_wildegg@aargau.ch,FR,Piazza Riforma 8,5103
2134,Möriken_AG_Aargau_admin,mail_möriken_ag@aargau.ch,IT,Bärenplatz 19,5103
2135,Auenstein_Aargau_admin,mail_auenstein@aargau.ch,DE,Via Trevano 76,5105
2136,Veltheim_AG_Aargau_admin,mail_veltheim_ag@aargau.ch,IT,Piazza Riforma 57,5106
2137,Schinznach_Dorf_Aargau_admin,mail_schinznach_dorf@aargau.ch,IT,Tellstrasse 93,5107
2138,Oberflachs_Aargau_admin,mail_oberflachs@aargau.ch,FR,Poststrasse 22,5108
2139,Thalheim_AG_Aargau_admin,mail_thalheim_ag@aargau.ch,FR,Zürcherstrasse 90,5112
2140,Holderbank_AG_Aargau_admin,mail_holderbank_ag@aargau.ch,DE,Morgartenstrasse 37,5113
2141,Schinznach_Bad_Aargau_admin,mail_schinznach_bad@aargau.ch,FR,Piazza Riforma 14,5116
2142,Brugg_AG_Aargau_admin,mail_brugg_ag@aargau.ch,IT,Industriestrasse 66,5200
2143,Windisch_Aargau_admin,mail_windisch@aargau.ch,DE,Bahnhofstrasse 9,5210
2144,Hausen_AG_Aargau_admin,mail_hausen_ag@aargau.ch,DE,Tellstrasse 65,5212
2145,Villnachern_Aargau_admin,mail_villnachern@aargau.ch,FR,Industriestrasse 26,5213
2146,Umiken_Aargau_admin,mail_umiken@aargau.ch,FR,Via Trevano 9,5222
2147,Riniken_Aargau_admin,mail_riniken@aargau.ch,IT,Via Trevano 45,5223
2148,Gallenkirch_Aargau_admin,mail_gallenkirch@aargau.ch,IT,Zürcherstrasse 100,5224
2149,Linn_Aargau_admin,mail_linn@aargau.ch,FR,Marktgasse 83,5224
2150,Unterbözberg_Aargau_admin,mail_unterbözberg@aargau.ch,IT,Marktplatz 66,5224
2151,Oberbözberg_Aargau_admin,mail_oberbözberg@aargau.ch,IT,Bärenplatz 54,5225
2152,Stilli_Aargau_admin,mail_stilli@aargau.ch,IT,Poststrasse 44,5233
2153,Villigen_Aargau_admin,mail_villigen@aargau.ch,FR,Zürcherstrasse 1,5234
2154,Rüfenach_AG_Aargau_admin,mail_rüfenach_ag@aargau.ch,IT,Rue de la Croix-Rouge 65,5235
2155,Remigen_Aargau_admin,mail_remigen@aargau.ch,FR,Marktplatz 86,5236
2156,Mönthal_Aargau_admin,mail_mönthal@aargau.ch,IT,Usterstrasse 53,5237
2157,Birr_Aargau_admin,mail_birr@aargau.ch,FR,Morgartenstrasse 54,5242
2158,Lupfig_Aargau_admin,mail_lupfig@aargau.ch,DE,Rue de la Croix-Rouge 91,5242
2159,Mülligen_Aargau_admin,mail_mülligen@aargau.ch,IT,Hirschengraben 63,5243
2160,Birrhard_Aargau_admin,mail_birrhard@aargau.ch,DE,Marktplatz 24,5244
2161,Habsburg_Aargau_admin,mail_habsburg@aargau.ch,FR,Usterstrasse 43,5245
2162,Scherz_Aargau_admin,mail_scherz@aargau.ch,DE,Rue de la Croix-Rouge 95,5246
2163,Gansingen_Aargau_admin,mail_gansingen@aargau.ch,DE,Werdstrasse 14,5272
2164,Oberhofen_AG_Aargau_admin,mail_oberhofen_ag@aargau.ch,FR,Via Trevano 65,5273
2165,Mettau_Aargau_admin,mail_mettau@aargau.ch,DE,Rue du Château 9,5274
2166,Etzgen_Aargau_admin,mail_etzgen@aargau.ch,DE,Marktgasse 10,5275
2167,Wil_AG_Aargau_admin,mail_wil_ag@aargau.ch,DE,Bahnhofstrasse 47,5276
2168,Hottwil_Aargau_admin,mail_hottwil@aargau.ch,FR,Marktplatz 37,5277
2169,Turgi_Aargau_admin,mail_turgi@aargau.ch,DE,Winkelriedstrasse 39,5300
2170,Siggenthal_Station_Aargau_admin,mail_siggenthal_station@aargau.ch,FR,Winkelriedstrasse 27,5301
2171,Würenlingen_Aargau_admin,mail_würenlingen@aargau.ch,FR,Werdstrasse 19,5303
2172,Endingen_Aargau_admin,mail_endingen@aargau.ch,IT,Marktplatz 25,5304
2173,Unterendingen_Aargau_admin,mail_unterendingen@aargau.ch,FR,Rue du Château 50,5305
2174,Tegerfelden_Aargau_admin,mail_tegerfelden@aargau.ch,FR,Bärenplatz 92,5306
2175,Döttingen_Aargau_admin,mail_döttingen@aargau.ch,IT,Rue de l'hôpital 45,5312
2176,Klingnau_Aargau_admin,mail_klingnau@aargau.ch,IT,Bahnhofstrasse 97,5313
2177,Kleindöttingen_Aargau_admin,mail_kleindöttingen@aargau.ch,IT,Bärenplatz 82,5314
2178,Böttstein_Aargau_admin,mail_böttstein@aargau.ch,IT,Rue de l'hôpital 72,5315
2179,Felsenau_AG_Aargau_admin,mail_felsenau_ag@aargau.ch,IT,Morgartenstrasse 10,5316
2180,Leuggern_Aargau_admin,mail_leuggern@aargau.ch,DE,Tellstrasse 79,5316
2181,Hettenschwil_Aargau_admin,mail_hettenschwil@aargau.ch,FR,Marktgasse 40,5317
2182,Mandach_Aargau_admin,mail_mandach@aargau.ch,DE,Industriestrasse 31,5318
2183,Koblenz_Aargau_admin,mail_koblenz@aargau.ch,IT,Hirschengraben 94,5322
2184,Rietheim_Aargau_admin,mail_rietheim@aargau.ch,DE,Via Trevano 68,5323
2185,Full-Reuenthal_Aargau_admin,mail_full-reuenthal@aargau.ch,IT,Rue de l'hôpital 51,5324
2186,Leibstadt_Aargau_admin,mail_leibstadt@aargau.ch,DE,Tellstrasse 76,5325
2187,Schwaderloch_Aargau_admin,mail_schwaderloch@aargau.ch,DE,Werdstrasse 15,5326
2188,Bad_Zurzach_Aargau_admin,mail_bad_zurzach@aargau.ch,FR,Winkelriedstrasse 19,5330
2189,Rekingen_AG_Aargau_admin,mail_rekingen_ag@aargau.ch,IT,Place de l'hôtel 44,5332
2190,Baldingen_Aargau_admin,mail_baldingen@aargau.ch,FR,Werdstrasse 47,5333
2191,Böbikon_Aargau_admin,mail_böbikon@aargau.ch,DE,Rue de la Croix-Rouge 30,5334
2192,Baden_Aargau_admin,mail_baden@aargau.ch,IT,Werdstrasse 84,5400
2193,Dättwil_AG_Aargau_admin,mail_dättwil_ag@aargau.ch,FR,Via Trevano 74,5405
2194,Rütihof_Aargau_admin,mail_rütihof@aargau.ch,FR,Marktplatz 36,5406
2195,Ennetbaden_Aargau_admin,mail_ennetbaden@aargau.ch,FR,Usterstrasse 7,5408
2196,Gebenstorf_Aargau_admin,mail_gebenstorf@aargau.ch,FR,Via Trevano 73,5412
2197,Birmenstorf_AG_Aargau_admin,mail_birmenstorf_ag@aargau.ch,FR,Dufourstrasse 14,5413
2198,Hertenstein_AG_Aargau_admin,mail_hertenstein_ag@aargau.ch,DE,Rue du Château 52,5415
2199,Rieden_AG_Aargau_admin,mail_rieden_ag@aargau.ch,IT,Morgartenstrasse 24,5415
2200,Nussbaumen_AG_Aargau_admin,mail_nussbaumen_ag@aargau.ch,DE,Industriestrasse 57,5415
2201,Kirchdorf_AG_Aargau_admin,mail_kirchdorf_ag@aargau.ch,IT,Tellstrasse 28,5416
2202,Untersiggenthal_Aargau_admin,mail_untersiggenthal@aargau.ch,IT,Zürcherstrasse 91,5417
2203,Ehrendingen_Aargau_admin,mail_ehrendingen@aargau.ch,IT,Rue de l'hôpital 3,5420
2204,Freienwil_Aargau_admin,mail_freienwil@aargau.ch,DE,Bärenplatz 87,5423
2205,Schneisingen_Aargau_admin,mail_schneisingen@aargau.ch,DE,Place de l'hôtel 60,5425
2206,Lengnau_AG_Aargau_admin,mail_lengnau_ag@aargau.ch,DE,Bärenplatz 67,5426
2207,Wettingen_Aargau_admin,mail_wettingen@aargau.ch,IT,Usterstrasse 22,5430
2208,Neuenhof_Aargau_admin,mail_neuenhof@aargau.ch,IT,Morgartenstrasse 68,5432
2209,Würenlos_Aargau_admin,mail_würenlos@aargau.ch,DE,Winkelriedstrasse 40,5436
2210,Fislisbach_Aargau_admin,mail_fislisbach@aargau.ch,DE,Marktgasse 62,5442
2211,Niederrohrdorf_Aargau_admin,mail_niederrohrdorf@aargau.ch,IT,Place de l'hôtel 29,5443
2212,Künten_Aargau_admin,mail_künten@aargau.ch,FR,Tellstrasse 34,5444
2213,Eggenwil_Aargau_admin,mail_eggenwil@aargau.ch,FR,Bärenplatz 26,5445
2214,Oberrohrdorf_Aargau_admin,mail_oberrohrdorf@aargau.ch,DE,Rue de la Croix-Rouge 41,5452
2215,Remetschwil_Aargau_admin,mail_remetschwil@aargau.ch,IT,Piazza Riforma 10,5453
2216,Bellikon_Aargau_admin,mail_bellikon@aargau.ch,FR,Rue de l'hôpital 69,5454
2217,Siglistorf_Aargau_admin,mail_siglistorf@aargau.ch,FR,Marktgasse 75,5462
2218,Wislikofen_Aargau_admin,mail_wislikofen@aargau.ch,FR,Bahnhofstrasse 45,5463
2219,Rümikon_AG_Aargau_admin,mail_rümikon_ag@aargau.ch,DE,Via Trevano 7,5464
2220,Mellikon_Aargau_admin,mail_mellikon@aargau.ch,IT,Piazza Riforma 27,5465
2221,Kaiserstuhl_AG_Aargau_admin,mail_kaiserstuhl_ag@aargau.ch,DE,Morgartenstrasse 69,5466
2222,Fisibach_Aargau_admin,mail_fisibach@aargau.ch,IT,Marktgasse 34,5467
2223,Hunzenschwil_Aargau_admin,mail_hunzenschwil@aargau.ch,IT,Marktplatz 34,5502
2224,Schafisheim_Aargau_admin,mail_schafisheim@aargau.ch,IT,Rue de la Croix-Rouge 89,5503
2225,Othmarsingen_Aargau_admin,mail_othmarsingen@aargau.ch,IT,Rue de l'hôpital 38,5504
2226,Brunegg_Aargau_admin,mail_brunegg@aargau.ch,IT,Rue de la Croix-Rouge 75,5505
2227,Mägenwil_Aargau_admin,mail_mägenwil@aargau.ch,DE,Piazza Riforma 93,5506
2228,Mellingen_Aargau_admin,mail_mellingen@aargau.ch,DE,Werdstrasse 17,5507
2229,Wohlenschwil_Aargau_admin,mail_wohlenschwil@aargau.ch,DE,Bahnhofstrasse 68,5512
2230,Tägerig_Aargau_admin,mail_tägerig@aargau.ch,FR,Rue du Château 18,5522
2231,Nesselnbach_Aargau_admin,mail_nesselnbach@aargau.ch,DE,Rue de la Croix-Rouge 42,5524
2232,Niederwil_AG_Aargau_admin,mail_niederwil_ag@aargau.ch,DE,Usterstrasse 65,5524
2233,Fischbach-Göslikon_Aargau_admin,mail_fischbach-göslikon@aargau.ch,IT,Winkelriedstrasse 84,5525
2234,Lenzburg_Aargau_admin,mail_lenzburg@aargau.ch,IT,Morgartenstrasse 57,5600
2235,Ammerswil_AG_Aargau_admin,mail_ammerswil_ag@aargau.ch,IT,Marktgasse 79,5600
2236,Staufen_Aargau_admin,mail_staufen@aargau.ch,FR,Marktplatz 63,5603
2237,Hendschiken_Aargau_admin,mail_hendschiken@aargau.ch,IT,Piazza Riforma 47,5604
2238,Dottikon_Aargau_admin,mail_dottikon@aargau.ch,FR,Marktplatz 27,5605
2239,Dintikon_Aargau_admin,mail_dintikon@aargau.ch,DE,Rue de l'hôpital 61,5606
2240,Hägglingen_Aargau_admin,mail_hägglingen@aargau.ch,DE,Place de l'hôtel 48,5607
2241,Stetten_AG_Aargau_admin,mail_stetten_ag@aargau.ch,IT,Usterstrasse 55,5608
2242,Wohlen_AG_Aargau_admin,mail_wohlen_ag@aargau.ch,DE,Zürcherstrasse 55,5610
2243,Anglikon_Aargau_admin,mail_anglikon@aargau.ch,IT,Hirschengraben 23,5611
2244,Villmergen_Aargau_admin,mail_villmergen@aargau.ch,DE,Industriestrasse 2,5612
2245,Hilfikon_Aargau_admin,mail_hilfikon@aargau.ch,IT,Tellstrasse 54,5613
2246,Sarmenstorf_Aargau_admin,mail_sarmenstorf@aargau.ch,DE,Bärenplatz 15,5614
2247,Fahrwangen_Aargau_admin,mail_fahrwangen@aargau.ch,FR,Bärenplatz 20,5615
2248,Meisterschwanden_Aargau_admin,mail_meisterschwanden@aargau.ch,DE,Via Trevano 45,5616
2249,Tennwil_Aargau_admin,mail_tennwil@aargau.ch,IT,Industriestrasse 31,5617
2250,Bettwil_Aargau_admin,mail_bettwil@aargau.ch,DE,Winkelriedstrasse 58,5618
2251,Büttikon_AG_Aargau_admin,mail_büttikon_ag@aargau.ch,IT,Dufourstrasse 5,5619
2252,Uezwil_Aargau_admin,mail_uezwil@aargau.ch,FR,Via Trevano 51,5619
2253,Bremgarten_AG_Aargau_admin,mail_bremgarten_ag@aargau.ch,DE,Winkelriedstrasse 1,5620
2254,Zufikon_Aargau_admin,mail_zufikon@aargau.ch,IT,Bahnhofstrasse 92,5621
2255,Waltenschwil_Aargau_admin,mail_waltenschwil@aargau.ch,DE,Usterstrasse 6,5622
2256,Boswil_Aargau_admin,mail_boswil@aargau.ch,DE,Bärenplatz 83,5623
2257,Waldhäusern_AG_Aargau_admin,mail_waldhäusern_ag@aargau.ch,FR,Rue de l'hôpital 35,5624
2258,Bünzen_Aargau_admin,mail_bünzen@aargau.ch,FR,Place de l'hôtel 48,5624
2259,Kallern_Aargau_admin,mail_kallern@aargau.ch,FR,Usterstrasse 99,5625
2260,Hermetschwil-Staffeln_Aargau_admin,mail_hermetschwil-staffeln@aargau.ch,IT,Via Trevano 66,5626
2261,Besenbüren_Aargau_admin,mail_besenbüren@aargau.ch,FR,Winkelriedstrasse 99,5627
2262,Aristau_Aargau_admin,mail_aristau@aargau.ch,DE,Rue de l'hôpital 93,5628
2263,Muri_AG_Aargau_admin,mail_muri_ag@aargau.ch,FR,Usterstrasse 18,5630
2264,Buttwil_Aargau_admin,mail_buttwil@aargau.ch,DE,Rue de la Croix-Rouge 31,5632
2265,Merenschwand_Aargau_admin,mail_merenschwand@aargau.ch,IT,Rue de la Croix-Rouge 34,5634
2266,Benzenschwil_Aargau_admin,mail_benzenschwil@aargau.ch,IT,Tellstrasse 80,5636
2267,Geltwil_Aargau_admin,mail_geltwil@aargau.ch,DE,Marktplatz 98,5637
2268,Beinwil_(Freiamt)_Aargau_admin,mail_beinwil_(freiamt)@aargau.ch,IT,Zürcherstrasse 26,5637
2269,Mühlau_Aargau_admin,mail_mühlau@aargau.ch,FR,Marktgasse 92,5642
2270,Alikon_Aargau_admin,mail_alikon@aargau.ch,IT,Piazza Riforma 100,5643
2271,Meienberg_Aargau_admin,mail_meienberg@aargau.ch,FR,Marktgasse 28,5643
2272,Sins_Aargau_admin,mail_sins@aargau.ch,FR,Place de l'hôtel 51,5643
2273,Auw_Aargau_admin,mail_auw@aargau.ch,DE,Via Trevano 21,5644
2274,Aettenschwil_Aargau_admin,mail_aettenschwil@aargau.ch,FR,Marktplatz 31,5645
2275,Fenkrieden_Aargau_admin,mail_fenkrieden@aargau.ch,FR,Zürcherstrasse 12,5645
2276,Abtwil_AG_Aargau_admin,mail_abtwil_ag@aargau.ch,IT,Dufourstrasse 26,5646
2277,Oberrüti_Aargau_admin,mail_oberrüti@aargau.ch,DE,Industriestrasse 72,5647
2278,Niederlenz_Aargau_admin,mail_niederlenz@aargau.ch,DE,Bärenplatz 47,5702
2279,Seon_Aargau_admin,mail_seon@aargau.ch,FR,Winkelriedstrasse 61,5703
2280,Egliswil_Aargau_admin,mail_egliswil@aargau.ch,FR,Place de l'hôtel 15,5704
2281,Hallwil_Aargau_admin,mail_hallwil@aargau.ch,IT,Winkelriedstrasse 50,5705
2282,Boniswil_Aargau_admin,mail_boniswil@aargau.ch,DE,Poststrasse 40,5706
2283,Seengen_Aargau_admin,mail_seengen@aargau.ch,DE,Poststrasse 55,5707
2284,Birrwil_Aargau_admin,mail_birrwil@aargau.ch,DE,Via Trevano 54,5708
2285,Beinwil_am See_Aargau_admin,mail_beinwil_am see@aargau.ch,DE,Marktplatz 67,5712
2286,Gränichen_Aargau_admin,mail_gränichen@aargau.ch,DE,Zürcherstrasse 56,5722
2287,Teufenthal_AG_Aargau_admin,mail_teufenthal_ag@aargau.ch,DE,Werdstrasse 94,5723
2288,Dürrenäsch_Aargau_admin,mail_dürrenäsch@aargau.ch,IT,Rue de la Croix-Rouge 53,5724
2289,Leutwil_Aargau_admin,mail_leutwil@aargau.ch,DE,Place de l'hôtel 3,5725
2290,Unterkulm_Aargau_admin,mail_unterkulm@aargau.ch,IT,Rue de la Croix-Rouge 32,5726
2291,Oberkulm_Aargau_admin,mail_oberkulm@aargau.ch,IT,Industriestrasse 98,5727
2292,Gontenschwil_Aargau_admin,mail_gontenschwil@aargau.ch,DE,Rue de la Croix-Rouge 64,5728
2293,Zetzwil_Aargau_admin,mail_zetzwil@aargau.ch,IT,Winkelriedstrasse 56,5732
2294,Leimbach_AG_Aargau_admin,mail_leimbach_ag@aargau.ch,FR,Bahnhofstrasse 13,5733
2295,Reinach_AG_Aargau_admin,mail_reinach_ag@aargau.ch,DE,Usterstrasse 82,5734
2296,Pfeffikon_LU_Luzern_admin,mail_pfeffikon_lu@luzern.ch,IT,Piazza Riforma 7,5735
2297,Burg_AG_Aargau_admin,mail_burg_ag@aargau.ch,FR,Marktgasse 85,5736
2298,Menziken_Aargau_admin,mail_menziken@aargau.ch,IT,Zürcherstrasse 61,5737
2299,Kölliken_Aargau_admin,mail_kölliken@aargau.ch,FR,Tellstrasse 37,5742
2300,Safenwil_Aargau_admin,mail_safenwil@aargau.ch,IT,Bärenplatz 62,5745
2301,Walterswil_SO_Solothurn_admin,mail_walterswil_so@solothurn.ch,FR,Poststrasse 63,5746
2302,Luzern_Luzern_admin,mail_luzern@luzern.ch,IT,Poststrasse 68,6000
2303,St._Niklausen LU_Luzern_admin,mail_st._niklausen lu@luzern.ch,IT,Werdstrasse 38,6005
2304,Kriens_Luzern_admin,mail_kriens@luzern.ch,FR,Dufourstrasse 50,6010
2305,Pilatus_Kulm_Obwalden_admin,mail_pilatus_kulm@obwalden.ch,IT,Dufourstrasse 45,6010
2306,Obernau_Luzern_admin,mail_obernau@luzern.ch,FR,Zürcherstrasse 50,6012
2307,Eigenthal_Luzern_admin,mail_eigenthal@luzern.ch,DE,Marktgasse 32,6013
2308,Hellbühl_Luzern_admin,mail_hellbühl@luzern.ch,DE,Winkelriedstrasse 56,6016
2309,Ruswil_Luzern_admin,mail_ruswil@luzern.ch,DE,Morgartenstrasse 29,6017
2310,Buttisholz_Luzern_admin,mail_buttisholz@luzern.ch,FR,Place de l'hôtel 52,6018
2311,Sigigen_Luzern_admin,mail_sigigen@luzern.ch,DE,Werdstrasse 26,6019
2312,Emmenbrücke_Luzern_admin,mail_emmenbrücke@luzern.ch,IT,Zürcherstrasse 4,6020
2313,Grosswangen_Luzern_admin,mail_grosswangen@luzern.ch,DE,Via Trevano 88,6022
2314,Rothenburg_Luzern_admin,mail_rothenburg@luzern.ch,IT,Werdstrasse 1,6023
2315,Hildisrieden_Luzern_admin,mail_hildisrieden@luzern.ch,DE,Via Trevano 83,6024
2316,Neudorf_Luzern_admin,mail_neudorf@luzern.ch,FR,Rue de l'hôpital 30,6025
2317,Rain_Luzern_admin,mail_rain@luzern.ch,FR,Tellstrasse 11,6026
2318,Römerswil_LU_Luzern_admin,mail_römerswil_lu@luzern.ch,DE,Bärenplatz 15,6027
2319,Herlisberg_Luzern_admin,mail_herlisberg@luzern.ch,DE,Marktgasse 87,6028
2320,Ebikon_Luzern_admin,mail_ebikon@luzern.ch,FR,Werdstrasse 31,6030
2321,Emmen_Luzern_admin,mail_emmen@luzern.ch,IT,Rue de l'hôpital 93,6032
2322,Buchrain_Luzern_admin,mail_buchrain@luzern.ch,DE,Industriestrasse 70,6033
2323,Inwil_Luzern_admin,mail_inwil@luzern.ch,IT,Morgartenstrasse 70,6034
2324,Perlen_Luzern_admin,mail_perlen@luzern.ch,FR,Zürcherstrasse 15,6035
2325,Dierikon_Luzern_admin,mail_dierikon@luzern.ch,IT,Winkelriedstrasse 94,6036
2326,Root_Luzern_admin,mail_root@luzern.ch,FR,Poststrasse 47,6037
2327,Gisikon_Luzern_admin,mail_gisikon@luzern.ch,FR,Piazza Riforma 28,6038
